synonym,canonical,taxid,confidence,note
Tryella crassa,Tryella crassa,1218666,high,NCBI Taxonomy name2taxid reviewed import
Magicicada tredecassini,Magicicada tredecassini,52804,high,NCBI Taxonomy name2taxid reviewed import
Aleeta curvicosta,Aleeta curvicosta,1218668,high,NCBI Taxonomy name2taxid reviewed import
Magicicada septendecula,Magicicada septendecula,44680,high,NCBI Taxonomy name2taxid reviewed import
Magicicada tredecula,Magicicada tredecula,52806,high,NCBI Taxonomy name2taxid reviewed import
Magicicada septendecim,Magicicada septendecim,44679,high,NCBI Taxonomy name2taxid reviewed import
Magicicada neotredecim,Magicicada neotredecim,145348,high,NCBI Taxonomy name2taxid reviewed import
Chonosia crassipennis,Chonosia crassipennis,1986890,high,NCBI Taxonomy name2taxid reviewed import
Chremistica maculata,Chremistica maculata,3350974,high,NCBI Taxonomy name2taxid reviewed import
Babras sonorivox,Babras sonorivox,2219942,high,NCBI Taxonomy name2taxid reviewed import
Tettigotoma maculata,Tettigotoma maculata,2219950,high,NCBI Taxonomy name2taxid reviewed import
Mendozana platypleura,Mendozana platypleura,2219948,high,NCBI Taxonomy name2taxid reviewed import
Chonosia atrodorsalis,Chonosia atrodorsalis,2219931,high,NCBI Taxonomy name2taxid reviewed import
Alarcta quadrimacula,Alarcta quadrimacula,2219940,high,NCBI Taxonomy name2taxid reviewed import
Derotettix mendosensis,Derotettix mendosensis,2219932,high,NCBI Taxonomy name2taxid reviewed import
Calliopsida cinnabarina,Calliopsida cinnabarina,2219944,high,NCBI Taxonomy name2taxid reviewed import
Tettigarcta crinita,Tettigarcta crinita,295286,high,NCBI Taxonomy name2taxid reviewed import
Oxalis corniculata,Oxalis corniculata,212256,high,NCBI Taxonomy name2taxid reviewed import
Siphonochalina sp.,Siphonochalina sp.,3074287,high,NCBI Taxonomy name2taxid reviewed import
Cistanche violacea,Cistanche violacea,223085,high,NCBI Taxonomy name2taxid reviewed import
Spheciospongia inconstans,Spheciospongia inconstans,795327,high,NCBI Taxonomy name2taxid reviewed import
Gallus domesticus,Gallus domesticus,9031,high,NCBI Taxonomy name2taxid reviewed import
Cynoscion nebulosus,Cynoscion nebulosus,13029,high,NCBI Taxonomy name2taxid reviewed import
Scomberomorus cavalla,Scomberomorus cavalla,13679,high,NCBI Taxonomy name2taxid reviewed import
Leucophaeus modestus,Leucophaeus modestus,1471025,high,NCBI Taxonomy name2taxid reviewed import
Leopard gecko,Leopard gecko,481883,high,NCBI Taxonomy name2taxid reviewed import
Cynoscion arenarius,Cynoscion arenarius,80640,high,NCBI Taxonomy name2taxid reviewed import
Trachemys scripta scripta,Trachemys scripta scripta,365635,high,NCBI Taxonomy name2taxid reviewed import
Panthera pardus,Panthera pardus,9691,high,NCBI Taxonomy name2taxid reviewed import
Chitala ornata,Chitala ornata,112145,high,NCBI Taxonomy name2taxid reviewed import
Malaclemys terrapin,Malaclemys terrapin,8485,high,NCBI Taxonomy name2taxid reviewed import
Staurotypus salvinii,Staurotypus salvinii,904227,high,NCBI Taxonomy name2taxid reviewed import
Chamaeleo calyptratus,Chamaeleo calyptratus,179908,high,NCBI Taxonomy name2taxid reviewed import
Alces americanus,Alces americanus,999462,high,NCBI Taxonomy name2taxid reviewed import
Sternotherus minor,Sternotherus minor,37593,high,NCBI Taxonomy name2taxid reviewed import
Macropus sp.,Macropus sp.,9322,high,NCBI Taxonomy name2taxid reviewed import
Clarias gariepinus,Clarias gariepinus,13013,high,NCBI Taxonomy name2taxid reviewed import
Lophosaurus boydii,Lophosaurus boydii,206593,high,NCBI Taxonomy name2taxid reviewed import
Gallus sp.,Gallus sp.,9036,high,NCBI Taxonomy name2taxid reviewed import
Chinchilla lanigera,Chinchilla lanigera,34839,high,NCBI Taxonomy name2taxid reviewed import
Thylamys elegans,Thylamys elegans,191871,high,NCBI Taxonomy name2taxid reviewed import
Zonotrichia albicollis,Zonotrichia albicollis,44394,high,NCBI Taxonomy name2taxid reviewed import
Tympanuchus cupido attwateri,Tympanuchus cupido attwateri,115121,high,NCBI Taxonomy name2taxid reviewed import
Buteo lineatus,Buteo lineatus,223475,high,NCBI Taxonomy name2taxid reviewed import
Tympanuchus cupido,Tympanuchus cupido,9004,high,NCBI Taxonomy name2taxid reviewed import
Meleagris ocellata,Meleagris ocellata,9101,high,NCBI Taxonomy name2taxid reviewed import
Gallinula galeata,Gallinula galeata,1003838,high,NCBI Taxonomy name2taxid reviewed import
Spizella passerina,Spizella passerina,40210,high,NCBI Taxonomy name2taxid reviewed import
Python curtus,Python curtus,143536,high,NCBI Taxonomy name2taxid reviewed import
Poecile rufescens,Poecile rufescens,142476,high,NCBI Taxonomy name2taxid reviewed import
Limnodromus scolopaceus,Limnodromus scolopaceus,161678,high,NCBI Taxonomy name2taxid reviewed import
Megascops kennicottii,Megascops kennicottii,111816,high,NCBI Taxonomy name2taxid reviewed import
Podilymbus podiceps,Podilymbus podiceps,9252,high,NCBI Taxonomy name2taxid reviewed import
Ixobrychus sinensis,Ixobrychus sinensis,188382,high,NCBI Taxonomy name2taxid reviewed import
Diomedea epomophora,Diomedea epomophora,37070,high,NCBI Taxonomy name2taxid reviewed import
Egretta caerulea,Egretta caerulea,110682,high,NCBI Taxonomy name2taxid reviewed import
Uria aalge,Uria aalge,13746,high,NCBI Taxonomy name2taxid reviewed import
Larus hyperboreus,Larus hyperboreus,119637,high,NCBI Taxonomy name2taxid reviewed import
Heloderma horridum,Heloderma horridum,8551,high,NCBI Taxonomy name2taxid reviewed import
Naja kaouthia,Naja kaouthia,8649,high,NCBI Taxonomy name2taxid reviewed import
Pelecanus conspicillatus,Pelecanus conspicillatus,317791,high,NCBI Taxonomy name2taxid reviewed import
Spizella pusilla,Spizella pusilla,40212,high,NCBI Taxonomy name2taxid reviewed import
Fregata magnificens,Fregata magnificens,37042,high,NCBI Taxonomy name2taxid reviewed import
Colius striatus,Colius striatus,57412,high,NCBI Taxonomy name2taxid reviewed import
Lampropeltis getula nigrita,Lampropeltis getula nigrita,165023,high,NCBI Taxonomy name2taxid reviewed import
Xanthocephalus xanthocephalus,Xanthocephalus xanthocephalus,84856,high,NCBI Taxonomy name2taxid reviewed import
Simalia boeleni,Simalia boeleni,129328,high,NCBI Taxonomy name2taxid reviewed import
Zenaida macroura,Zenaida macroura,47245,high,NCBI Taxonomy name2taxid reviewed import
Passerina cyanea,Passerina cyanea,84843,high,NCBI Taxonomy name2taxid reviewed import
Morus bassanus,Morus bassanus,37578,high,NCBI Taxonomy name2taxid reviewed import
Centrocercus urophasianus,Centrocercus urophasianus,9002,high,NCBI Taxonomy name2taxid reviewed import
Tyto alba,Tyto alba,56313,high,NCBI Taxonomy name2taxid reviewed import
Tapirus indicus,Tapirus indicus,9802,high,NCBI Taxonomy name2taxid reviewed import
Spatula clypeata,Spatula clypeata,75838,high,NCBI Taxonomy name2taxid reviewed import
Accipiter cooperii,Accipiter cooperii,261198,high,NCBI Taxonomy name2taxid reviewed import
Limosa fedoa,Limosa fedoa,162324,high,NCBI Taxonomy name2taxid reviewed import
Correlophus ciliatus,Correlophus ciliatus,143539,high,NCBI Taxonomy name2taxid reviewed import
Sistrurus catenatus,Sistrurus catenatus,8756,high,NCBI Taxonomy name2taxid reviewed import
Varanus macraei,Varanus macraei,437655,high,NCBI Taxonomy name2taxid reviewed import
Hemitheconyx caudicinctus,Hemitheconyx caudicinctus,96741,high,NCBI Taxonomy name2taxid reviewed import
Ovibos moschatus,Ovibos moschatus,37176,high,NCBI Taxonomy name2taxid reviewed import
Colinus virginianus,Colinus virginianus,9014,high,NCBI Taxonomy name2taxid reviewed import
Pantherophis obsoletus,Pantherophis obsoletus,39099,high,NCBI Taxonomy name2taxid reviewed import
Baillonius bailloni,Baillonius bailloni,91763,high,NCBI Taxonomy name2taxid reviewed import
Kinosternon subrubrum,Kinosternon subrubrum,142487,high,NCBI Taxonomy name2taxid reviewed import
Python bivittatus,Python bivittatus,176946,high,NCBI Taxonomy name2taxid reviewed import
Arctictis binturong,Arctictis binturong,94180,high,NCBI Taxonomy name2taxid reviewed import
Micrurus fulvius,Micrurus fulvius,8637,high,NCBI Taxonomy name2taxid reviewed import
Cuora trifasciata,Cuora trifasciata,176192,high,NCBI Taxonomy name2taxid reviewed import
Ara ararauna,Ara ararauna,9226,high,NCBI Taxonomy name2taxid reviewed import
Candoia paulsoni,Candoia paulsoni,645701,high,NCBI Taxonomy name2taxid reviewed import
Python sebae,Python sebae,51752,high,NCBI Taxonomy name2taxid reviewed import
Carduelis carduelis,Carduelis carduelis,37600,high,NCBI Taxonomy name2taxid reviewed import
Lampropeltis mexicana,Lampropeltis mexicana,94888,high,NCBI Taxonomy name2taxid reviewed import
American bison,American bison,9901,high,NCBI Taxonomy name2taxid reviewed import
Colobus angolensis,Colobus angolensis,54131,high,NCBI Taxonomy name2taxid reviewed import
Otocolobus manul,Otocolobus manul,61408,high,NCBI Taxonomy name2taxid reviewed import
Hierophis viridiflavus,Hierophis viridiflavus,166085,high,NCBI Taxonomy name2taxid reviewed import
Pelusios castaneus,Pelusios castaneus,367368,high,NCBI Taxonomy name2taxid reviewed import
Ctenosaura similis,Ctenosaura similis,51212,high,NCBI Taxonomy name2taxid reviewed import
Chaetoceros tenuissimus,Chaetoceros tenuissimus,426638,high,NCBI Taxonomy name2taxid reviewed import
Victorgorgia sp.,Victorgorgia sp.,3051261,high,NCBI Taxonomy name2taxid reviewed import
Oscheius sp. MCB,Oscheius sp. MCB,1523172,high,NCBI Taxonomy name2taxid reviewed import
Atelopus zeteki,Atelopus zeteki,377316,high,NCBI Taxonomy name2taxid reviewed import
Orius niger,Orius niger,82746,high,NCBI Taxonomy name2taxid reviewed import
Orius majusculus,Orius majusculus,82743,high,NCBI Taxonomy name2taxid reviewed import
Euonymus japonicus,Euonymus japonicus,212708,high,NCBI Taxonomy name2taxid reviewed import
Orthaga achatina,Orthaga achatina,1140255,high,NCBI Taxonomy name2taxid reviewed import
Stachytarpheta glabra,Stachytarpheta glabra,2282393,high,NCBI Taxonomy name2taxid reviewed import
Aphis passeriniana,Aphis passeriniana,486040,high,NCBI Taxonomy name2taxid reviewed import
Numenius hudsonicus,Numenius hudsonicus,927622,high,NCBI Taxonomy name2taxid reviewed import
Curculio caryae,Curculio caryae,13025,high,NCBI Taxonomy name2taxid reviewed import
Megoura sp.,Megoura sp.,3413738,high,NCBI Taxonomy name2taxid reviewed import
Psyttalia lounsburyi,Psyttalia lounsburyi,405760,high,NCBI Taxonomy name2taxid reviewed import
Psyttalia ponerophaga,Psyttalia ponerophaga,566043,high,NCBI Taxonomy name2taxid reviewed import
Lamellidens marginalis,Lamellidens marginalis,644998,high,NCBI Taxonomy name2taxid reviewed import
Acalymma vittatum,Acalymma vittatum,133117,high,NCBI Taxonomy name2taxid reviewed import
Diabrotica undecimpunctata,Diabrotica undecimpunctata,50387,high,NCBI Taxonomy name2taxid reviewed import
Harmonia axyridis,Harmonia axyridis,115357,high,NCBI Taxonomy name2taxid reviewed import
Oenothera biennis,Oenothera biennis,3942,high,NCBI Taxonomy name2taxid reviewed import
Campeiostachys nutans,Campeiostachys nutans,400237,high,NCBI Taxonomy name2taxid reviewed import
Culex quinquefasciatus,Culex quinquefasciatus,7176,high,NCBI Taxonomy name2taxid reviewed import
Phlebotomus duboscqi,Phlebotomus duboscqi,37738,high,NCBI Taxonomy name2taxid reviewed import
Artemisia absinthium,Artemisia absinthium,72332,high,NCBI Taxonomy name2taxid reviewed import
Tatera indica,Tatera indica,186471,high,NCBI Taxonomy name2taxid reviewed import
Cynomys ludovicianus,Cynomys ludovicianus,45480,high,NCBI Taxonomy name2taxid reviewed import
Neisseria lactamica,Neisseria lactamica,486,high,NCBI Taxonomy name2taxid reviewed import
Neisseria benedictiae,Neisseria benedictiae,2830649,high,NCBI Taxonomy name2taxid reviewed import
Neisseria blantyrii,Neisseria blantyrii,2830647,high,NCBI Taxonomy name2taxid reviewed import
Megabothris turbidus,Megabothris turbidus,506912,high,NCBI Taxonomy name2taxid reviewed import
Marmota caudata,Marmota caudata,71802,high,NCBI Taxonomy name2taxid reviewed import
Pectinoctenus nemorosus,Pectinoctenus nemorosus,1851604,high,NCBI Taxonomy name2taxid reviewed import
Lasiopodomys brandtii,Lasiopodomys brandtii,407171,high,NCBI Taxonomy name2taxid reviewed import
Ochotona dauurica,Ochotona dauurica,130827,high,NCBI Taxonomy name2taxid reviewed import
Amphalius runatus,Amphalius runatus,507006,high,NCBI Taxonomy name2taxid reviewed import
Lasiopodomys brandti,Lasiopodomys brandti,407171,high,NCBI Taxonomy name2taxid reviewed import
Spermophilus musicus,Spermophilus musicus,99848,high,NCBI Taxonomy name2taxid reviewed import
Spermophilus sp.,Spermophilus sp.,99849,high,NCBI Taxonomy name2taxid reviewed import
Spermophilus dauricus,Spermophilus dauricus,99837,high,NCBI Taxonomy name2taxid reviewed import
Mus macedonicus,Mus macedonicus,10100,high,NCBI Taxonomy name2taxid reviewed import
Apodemus witherbyi,Apodemus witherbyi,400054,high,NCBI Taxonomy name2taxid reviewed import
Meriones vinogradovi,Meriones vinogradovi,1920703,high,NCBI Taxonomy name2taxid reviewed import
Echinolaelaps echidninus,Echinolaelaps echidninus,2759148,high,NCBI Taxonomy name2taxid reviewed import
Niviventer niviventer,Niviventer niviventer,83757,high,NCBI Taxonomy name2taxid reviewed import
Frontopsylla spadix,Frontopsylla spadix,360618,high,NCBI Taxonomy name2taxid reviewed import
Coregonus clupeaformis,Coregonus clupeaformis,59861,high,NCBI Taxonomy name2taxid reviewed import
Callopsylla dolabris,Callopsylla dolabris,2480015,high,NCBI Taxonomy name2taxid reviewed import
Plectrophenax nivalis,Plectrophenax nivalis,161627,high,NCBI Taxonomy name2taxid reviewed import
Ploceus cucullatus,Ploceus cucullatus,135448,high,NCBI Taxonomy name2taxid reviewed import
Microtus yuldaschi,Microtus yuldaschi,3370257,high,NCBI Taxonomy name2taxid reviewed import
Paramonopsyllus scalonae,Paramonopsyllus scalonae,1658386,high,NCBI Taxonomy name2taxid reviewed import
Turbo cornutus,Turbo cornutus,63673,high,NCBI Taxonomy name2taxid reviewed import
Neotoma mexicana,Neotoma mexicana,105149,high,NCBI Taxonomy name2taxid reviewed import
Ixodes sp.,Ixodes sp.,2759147,high,NCBI Taxonomy name2taxid reviewed import
Ixodes nipponensis,Ixodes nipponensis,63660,high,NCBI Taxonomy name2taxid reviewed import
Tamias striatus,Tamias striatus,45474,high,NCBI Taxonomy name2taxid reviewed import
Hordeum secalinum,Hordeum secalinum,118676,high,NCBI Taxonomy name2taxid reviewed import
Korean rockfish,Korean rockfish,214486,high,NCBI Taxonomy name2taxid reviewed import
Hosta plantaginea,Hosta plantaginea,470571,high,NCBI Taxonomy name2taxid reviewed import
Amazona sp.,Amazona sp.,1661781,high,NCBI Taxonomy name2taxid reviewed import
Perameles bougainville,Perameles bougainville,120735,high,NCBI Taxonomy name2taxid reviewed import
Sanzinia madagascariensis volontany,Sanzinia madagascariensis volontany,3070642,high,NCBI Taxonomy name2taxid reviewed import
Corallus batesii,Corallus batesii,1035938,high,NCBI Taxonomy name2taxid reviewed import
Buteo swainsoni,Buteo swainsoni,156757,high,NCBI Taxonomy name2taxid reviewed import
Alisterus scapularis,Alisterus scapularis,458117,high,NCBI Taxonomy name2taxid reviewed import
Cacatua sanguinea,Cacatua sanguinea,274074,high,NCBI Taxonomy name2taxid reviewed import
Anas crecca,Anas crecca,75839,high,NCBI Taxonomy name2taxid reviewed import
Aextoxicon punctatum,Aextoxicon punctatum,39268,high,NCBI Taxonomy name2taxid reviewed import
Helix pomatia,Helix pomatia,6536,high,NCBI Taxonomy name2taxid reviewed import
Torreya grandis,Torreya grandis,58047,high,NCBI Taxonomy name2taxid reviewed import
Liparis loeselii,Liparis loeselii,226209,high,NCBI Taxonomy name2taxid reviewed import
Sitophilus oryzae,Sitophilus oryzae,7048,high,NCBI Taxonomy name2taxid reviewed import
Llaveia axin axin,Llaveia axin axin,1069708,high,NCBI Taxonomy name2taxid reviewed import
Fagus sylvatica,Fagus sylvatica,28930,high,NCBI Taxonomy name2taxid reviewed import
Columbicola wolffhuegeli,Columbicola wolffhuegeli,470262,high,NCBI Taxonomy name2taxid reviewed import
Plagiolepis pygmaea,Plagiolepis pygmaea,72798,high,NCBI Taxonomy name2taxid reviewed import
Plagiolepis sp.,Plagiolepis sp.,2764162,high,NCBI Taxonomy name2taxid reviewed import
Formica selysi,Formica selysi,208979,high,NCBI Taxonomy name2taxid reviewed import
Formica lemani,Formica lemani,84560,high,NCBI Taxonomy name2taxid reviewed import
Formica fusca,Formica fusca,72779,high,NCBI Taxonomy name2taxid reviewed import
Brueelia nebulosa,Brueelia nebulosa,2972756,high,NCBI Taxonomy name2taxid reviewed import
Spalangia cameroni,Spalangia cameroni,162946,high,NCBI Taxonomy name2taxid reviewed import
Stereocaulon sp.,Stereocaulon sp.,2202574,high,NCBI Taxonomy name2taxid reviewed import
Astragalus umbellatus,Astragalus umbellatus,90225,high,NCBI Taxonomy name2taxid reviewed import
Distoechodon tumirostris,Distoechodon tumirostris,70541,high,NCBI Taxonomy name2taxid reviewed import
Cephalocereus polylophus,Cephalocereus polylophus,223060,high,NCBI Taxonomy name2taxid reviewed import
Calotropis gigantea,Calotropis gigantea,4066,high,NCBI Taxonomy name2taxid reviewed import
Crinum asiaticum,Crinum asiaticum,205937,high,NCBI Taxonomy name2taxid reviewed import
Halichondria dokdoensis,Halichondria dokdoensis,3239190,high,NCBI Taxonomy name2taxid reviewed import
Quercus pubescens,Quercus pubescens,39471,high,NCBI Taxonomy name2taxid reviewed import
Niphates furcata,Niphates furcata,2608263,high,NCBI Taxonomy name2taxid reviewed import
Junonia lemonias,Junonia lemonias,396709,high,NCBI Taxonomy name2taxid reviewed import
Nepenthes gracilis,Nepenthes gracilis,150966,high,NCBI Taxonomy name2taxid reviewed import
