assembly_accession	biosample	organism	migrated_entries
GCA_056485605.1	SAMN50024715	Pseudomonas aeruginosa	3
GCA_057034505.1	SAMN50509674	Candidatus Caccoplasma intestinavium	1
GCA_057442855.1	SAMN56814165	Fusobacterium necrophorum subsp. funduliforme	2
GCA_900447645.1	SAMEA3443780	Enterobacter hormaechei	3
GCA_901243875.1	SAMEA3175906	Streptococcus pneumoniae	3
GCA_901267465.1	SAMEA3388927	Streptococcus pneumoniae	3
GCA_901274935.1	SAMEA2814024	Streptococcus pneumoniae	3
GCA_901277455.1	SAMEA2553704	Streptococcus pneumoniae	3
GCA_901297435.1	SAMEA3389910	Streptococcus pneumoniae	3
GCA_901300815.1	SAMEA3389915	Streptococcus pneumoniae	3
GCA_901305585.1	SAMEA3389998	Streptococcus pneumoniae	3
GCA_030290275.1	SAMN32360843	Staphylococcus aureus	3
GCA_030793165.1	SAMD00501653	Escherichia coli	3
GCA_036367205.1	SAMN38380743	Streptococcus pneumoniae	3
GCA_051793065.1	SAMN41834262	Neisseria meningitidis	3
GCA_052516145.1	SAMN43306821	Escherichia coli	3
GCA_052516865.1	SAMN43306289	Escherichia coli	3
GCA_056813475.1	SAMN50509241	Alistipes hominis	1
GCA_056464145.1	SAMN56810549	Escherichia coli O157:H7	2
GCA_056966335.1	SAMN50491914	Odoribacter splanchnicus	1
GCA_900022355.1	SAMEA2673810	Neisseria meningitidis	3
GCA_900023745.1	SAMEA2239089	Streptococcus pneumoniae	3
GCA_913775975.1	SAMEA8943752	uncultured Sphingomonas sp.	1
GCA_013361605.1	SAMN14571740	Gemmatimonadaceae bacterium	1
GCA_030289475.1	SAMN32360880	Staphylococcus aureus	3
GCA_030289915.1	SAMN32360858	Staphylococcus aureus	3
GCA_900034365.1	SAMEA2238851	Streptococcus pneumoniae	3
GCA_002175225.1	SAMN06197065	Pseudomonas syringae pv. actinidiae	4
GCA_003992875.1	SAMN09009260	Xanthomonas vesicatoria	4
GCA_018907835.1	SAMEA5849363	Clostridioides difficile	2
GCA_030369995.1	SAMN35778304	Xanthomonas hortorum pv. vitians	3
GCA_046549095.1	SAMN16788684	Streptomyces sp. x-80	3
GCA_052084255.1	SAMN50638628	Salmonella enterica	2
GCA_052507905.1	SAMN43306506	Escherichia coli	3
GCA_052508245.1	SAMN43306601	Escherichia coli	3
GCA_002175145.1	SAMN06197062	Pseudomonas syringae pv. actinidiae	4
GCA_043559635.1	SAMN44260410	Burkholderia pseudomallei	3
GCA_930989805.1	SAMEA13008785	uncultured Faecalibacterium sp.	1
GCA_001161625.1	SAMEA1031723	Neisseria meningitidis	3
GCA_002213885.1	SAMN07124739	Listeria monocytogenes serotype 4b str. 02-1103	3
GCA_007079385.1	SAMN07781584	Salmonella enterica	2
GCA_007106525.1	SAMN07781640	Salmonella enterica	2
GCA_012369495.1	SAMN07782280	Escherichia coli	2
GCA_019846375.1	SAMN19771046	Acinetobacter baumannii	3
GCA_021913505.1	SAMN15908358	Klebsiella pneumoniae	3
GCA_023477425.1	SAMN20568459	Salmonella enterica subsp. enterica serovar Dublin	3
GCA_034906225.1	SAMN14436419	Streptococcus pyogenes	3
GCA_034906385.1	SAMN14437178	Streptococcus pyogenes	3
GCA_034906985.1	SAMN14437203	Streptococcus pyogenes	3
GCA_034908345.1	SAMN14436454	Streptococcus pyogenes	3
GCA_034911545.1	SAMN14436517	Streptococcus pyogenes	3
GCA_034911785.1	SAMN14436531	Streptococcus pyogenes	3
GCA_034914955.1	SAMN14437212	Streptococcus pyogenes	3
GCA_034917605.1	SAMN14437004	Streptococcus pyogenes	3
GCA_034920065.1	SAMN14436653	Streptococcus pyogenes	3
GCA_034920445.1	SAMN14437161	Streptococcus pyogenes	3
GCA_034920645.1	SAMN14437168	Streptococcus pyogenes	3
GCA_042346675.1	SAMN43906769	Escherichia coli	1
GCA_015545335.1	SAMN07674874	Staphylococcus aureus	3
GCA_021563475.1	SAMN25221469	Salmonella enterica	2
GCA_022531945.1	SAMN25989215	Klebsiella pneumoniae	1
GCA_022534435.1	SAMN25988795	Klebsiella pneumoniae	1
GCA_026614575.1	SAMN21366091	Klebsiella pneumoniae	2
GCA_034900225.1	SAMN14440435	Streptococcus pyogenes	3
GCA_034901185.1	SAMN14440451	Streptococcus pyogenes	3
GCA_034902565.1	SAMN14436442	Streptococcus pyogenes	3
GCA_036181765.1	SAMN14440717	Streptococcus pyogenes	3
GCA_046639465.1	SAMN45032185	Klebsiella pneumoniae	2
GCA_046639635.1	SAMN45032179	Klebsiella pneumoniae	2
GCA_047968325.1	SAMEA117560359	Klebsiella pneumoniae	3
GCA_048783565.1	SAMN46708851	Neisseria meningitidis	3
GCA_052011805.1	SAMN25963052	Staphylococcus aureus	3
GCA_900025815.1	SAMEA2238426	Streptococcus pneumoniae	3
GCA_900025855.1	SAMEA2239056	Streptococcus pneumoniae	3
GCA_900027125.1	SAMEA2238348	Streptococcus pneumoniae	3
GCA_901218535.1	SAMEA2204063	Streptococcus pneumoniae	3
GCA_901218565.1	SAMEA2434616	Streptococcus pneumoniae	3
GCA_901242075.1	SAMEA2814042	Streptococcus pneumoniae	3
GCA_901250245.1	SAMEA2814378	Streptococcus pneumoniae	3
GCA_901251765.1	SAMEA3354138	Streptococcus pneumoniae	3
GCA_901260675.1	SAMEA2554175	Streptococcus pneumoniae	3
GCA_901276925.1	SAMEA2814061	Streptococcus pneumoniae	3
GCA_901278795.1	SAMEA2553741	Streptococcus pneumoniae	3
GCA_901281665.1	SAMEA2554390	Streptococcus pneumoniae	3
GCA_901288645.1	SAMEA3389354	Streptococcus pneumoniae	3
GCA_901310005.1	SAMEA4388251	Streptococcus pneumoniae	3
GCA_901328845.1	SAMEA4388295	Streptococcus pneumoniae	3
GCA_000322145.1	SAMN00779831	Enterococcus faecium EnGen0026	2
GCA_000780375.1	SAMN02801906	Escherichia coli	3
GCA_001916005.1	SAMN05717247	Clostridium sp. 26_22	2
GCA_002111995.1	SAMN06197085	Pseudomonas syringae pv. actinidiae	4
GCA_002256685.1	SAMN05908748	Methylococcaceae bacterium NSP1-2	3
GCA_004388645.1	SAMN03857000	Listeria monocytogenes	3
GCA_004498505.1	SAMN04088253	Listeria monocytogenes	3
GCA_004639885.1	SAMN03976231	Listeria monocytogenes	3
GCA_005911685.1	SAMN11656162	Salmonella enterica	2
GCA_006013915.1	SAMN03199628	Salmonella enterica	2
GCA_006013975.1	SAMN03199620	Salmonella enterica	2
GCA_012051385.1	SAMN14450166	Salmonella enterica subsp. enterica serovar Typhimurium	3
GCA_012365375.1	SAMN07781718	Escherichia coli	2
GCA_013425825.1	SAMN15517094	Pseudomonas putida	3
GCA_016828195.1	SAMN17620788	Staphylococcus aureus	3
GCA_021327615.1	SAMN21498491	Staphylococcus aureus	3
GCA_022175885.1	SAMEA6654238	Klebsiella pneumoniae	2
GCA_023694185.1	SAMN28922309	Listeria monocytogenes	2
GCA_024181795.1	SAMN29361904	Vibrio sp. Y10_XG_PY6	3
GCA_026219535.1	SAMN31452416	Escherichia coli	3
GCA_027535825.1	SAMN06640154	Staphylococcus aureus	3
GCA_028438175.1	SAMN29993307	Acinetobacter baumannii	3
GCA_029020525.2	SAMN33596948	Escherichia coli	2
GCA_034387035.1	SAMN36768213	Streptococcus agalactiae	3
GCA_037409915.1	SAMN10275850	Neisseria meningitidis	3
GCA_043268165.1	SAMN44234700	Salmonella enterica	1
GCA_043272205.1	SAMN44234585	Salmonella enterica	1
GCA_043272305.1	SAMN44234582	Salmonella enterica	1
GCA_043274305.1	SAMN44236921	Salmonella enterica	1
GCA_043277905.1	SAMN44236821	Salmonella enterica	1
GCA_043521225.1	SAMEA115361752	Streptococcus pneumoniae	3
GCA_043630205.1	SAMN44379760	Listeria monocytogenes	1
GCA_043858785.1	SAMN44265452	Salmonella enterica	1
GCA_043858965.1	SAMN44265443	Salmonella enterica	1
GCA_047222285.1	SAMN46287130	Escherichia coli	2
GCA_047918575.1	SAMN46226310	Streptococcus suis	3
GCA_047920675.1	SAMN46226301	Streptococcus suis	3
GCA_047978835.1	SAMN45227927	Pseudomonas aeruginosa	1
GCA_047985415.1	SAMN45227815	Pseudomonas aeruginosa	1
GCA_048808045.1	SAMN47516350	Vibrio parahaemolyticus	2
GCA_050040385.1	SAMN46746453	Streptococcus pneumoniae	3
GCA_051521205.1	SAMEA5368258	Enterococcus faecium	2
GCA_052627725.1	SAMN43306270	Escherichia coli	3
GCA_054580285.1	SAMN46553705	Streptococcus pyogenes	3
GCA_054587315.1	SAMN54764333	Neisseria meningitidis	3
GCA_055821175.1	SAMN53502800	Escherichia coli	2
GCA_056641975.1	SAMN56831918	Enterococcus faecalis	3
GCA_901280705.1	SAMEA2554365	Streptococcus pneumoniae	3
GCA_901303835.1	SAMEA3389950	Streptococcus pneumoniae	3
GCA_902505485.1	SAMEA4838172	Bifidobacterium breve	2
GCA_964189245.1	SAMEA114863402	Enterococcus faecium	2
GCA_964190385.1	SAMEA114863419	Enterococcus lactis	2
GCA_964191025.1	SAMEA115461302	Enterococcus faecium	2
GCA_964192555.1	SAMEA115461506	Enterococcus faecium	2
GCA_964193555.1	SAMEA115461203	Enterococcus faecium	2
GCA_000678395.1	SAMN02414912	Mycobacterium tuberculosis BTB09-001	3
GCA_001277975.1	SAMN04011951	Burkholderia pseudomallei	3
GCA_001333235.1	SAMEA751462	Bordetella pertussis	3
GCA_001916495.1	SAMN05717272	Faecalibacterium sp. CAG:82-related_59_9	2
GCA_002886335.1	SAMN08199305	Mycobacterium tuberculosis	3
GCA_003171735.1	SAMN09223082	Priestia aryabhattai	3
GCA_001411485.1	SAMN04123206	Streptococcus oralis	2
GCA_001467795.1	SAMN04274781	Legionella lansingensis	3
GCA_001518835.1	SAMN04158503	Leclercia adecarboxylata	2
GCA_003993115.1	SAMN09009238	Xanthomonas perforans	4
GCA_003993995.1	SAMN03380820	Brucella melitensis bv. 3	2
GCA_000803745.1	SAMN03175163	Mycobacterium tuberculosis	3
GCA_002853965.1	SAMN07807404	Escherichia coli	3
GCA_002879955.1	SAMN08322979	Xanthomonas campestris pv. campestris	3
GCA_002891565.1	SAMN04554943	Pseudomonas protegens	2
GCA_003627335.1	SAMN07303085	Lactiplantibacillus plantarum	2
GCA_009762385.1	SAMN12789775	Escherichia coli	2
GCA_011945325.1	SAMN11656109	Escherichia coli	2
GCA_013362995.1	SAMN15099414	Streptomyces sp. TRM64462	3
GCA_014353075.1	SAMN15682322	Enterococcus faecalis	2
GCA_015016855.1	SAMN14091594	Listeria monocytogenes	1
GCA_016757335.1	SAMN17393078	Pseudomonas syringae pv. actinidiae	2
GCA_018082165.1	SAMN18758485	Listeria monocytogenes	2
GCA_017161585.1	SAMN18052491	Dickeya solani	3
GCA_018908305.1	SAMEA5849359	Clostridioides difficile	2
GCA_018767145.1	SAMN04461024	Clostridioides difficile	4
GCA_022523765.1	SAMN25989499	Klebsiella pneumoniae	3
GCA_022529825.1	SAMN25988825	Klebsiella pneumoniae	3
GCA_022535175.1	SAMN25989583	Klebsiella pneumoniae	3
GCA_023905605.1	SAMN11339263	Pseudomonas aeruginosa	3
GCA_024073785.1	SAMEA5869130	Escherichia coli	3
GCA_022517475.1	SAMN25989847	Klebsiella pneumoniae	3
GCA_026224535.1	SAMN31484497	Klebsiella oxytoca	3
GCA_024295445.1	SAMN29500136	Streptococcus sp. CF8_Ac1-11	2
GCA_025193005.1	SAMN15461210	Elizabethkingia anophelis	3
GCA_025193035.1	SAMN15461211	Elizabethkingia anophelis	3
GCA_025193235.1	SAMN15461200	Elizabethkingia anophelis	3
GCA_025193305.1	SAMN15461195	Elizabethkingia anophelis	3
GCA_025210455.1	SAMN30713060	Pelagimonas sp.	2
GCA_025629415.1	SAMN30816292	Riemerella anatipestifer	2
GCA_026167045.1	SAMN31538087	Salmonella enterica	2
GCA_031890205.1	SAMN22046686	Pantoea agglomerans	2
GCA_028535555.1	SAMEA7997401	Staphylococcus aureus	3
GCA_028536235.1	SAMEA7997341	Staphylococcus aureus	3
GCA_032412625.1	SAMEA111551648	Escherichia coli	2
GCA_036345155.1	SAMN30553142	Streptomyces sp. NBC_00582	3
GCA_057611355.1	SAMN50509718	Desulfovibrio sp.	1
GCA_034909845.1	SAMN14436475	Streptococcus pyogenes	3
GCA_037181065.1	SAMEA2156134	Neisseria meningitidis	3
GCA_037450395.1	SAMN37453014	Salmonella enterica subsp. enterica serovar Molade	2
GCA_043354745.1	SAMN43896479	Enterococcus faecalis	2
GCA_044468525.1	SAMN44011873	Escherichia coli	2
GCA_044469045.1	SAMN44011858	Escherichia coli	2
GCA_044469405.1	SAMN44011848	Escherichia coli	2
GCA_044470405.1	SAMN44011821	Escherichia coli	2
GCA_044989995.1	SAMN44656882	Glaesserella parasuis	2
GCA_045112135.1	SAMN15162638	Neisseria meningitidis	3
GCA_047226435.1	SAMN46289076	Curtobacterium poinsettiae	3
GCA_049052325.1	SAMN46017655	Staphylococcus aureus	1
GCA_050308135.1	SAMN42827581	Clavibacter nebraskensis	1
GCA_051895855.1	SAMN45100563	Yersinia enterocolitica	2
GCA_051896035.1	SAMN45100564	Yersinia enterocolitica	2
GCA_051950055.1	SAMN41787739	Xanthomonas citri pv. mangiferaeindicae	3
GCA_000781485.1	SAMN02801878	Escherichia coli	3
GCA_001275945.1	SAMN03753624	Staphylococcus aureus	3
GCA_002852995.3	SAMN07609113	Klebsiella pneumoniae	3
GCA_003836065.1	SAMN07424102	Pseudomonas aeruginosa	3
GCA_003838645.1	SAMN07424004	Pseudomonas aeruginosa	3
GCA_003863605.1	SAMN10484668	Pseudomonas aeruginosa	3
GCA_004444265.1	SAMN03165799	Listeria monocytogenes	3
GCA_004517155.1	SAMN02854692	Listeria monocytogenes	3
GCA_005221485.1	SAMN08724823	Salmonella enterica subsp. enterica serovar Indiana	2
GCA_007113615.1	SAMN10618180	Acinetobacter baumannii	3
GCA_009770145.1	SAMN13441506	Enterococcus faecium	3
GCA_009770615.1	SAMN13441404	Enterococcus faecium	3
GCA_009770825.1	SAMN13441302	Enterococcus faecium	3
GCA_013182005.1	SAMN14278133	Staphylococcus aureus	3
GCA_014268865.1	SAMN15248327	Pseudomonas sp. BW16M2	3
GCA_015453305.1	SAMEA5367900	Enterococcus faecium	2
GCA_015456045.1	SAMEA5368377	Enterococcus faecium	2
GCA_015456345.1	SAMEA5368590	Enterococcus faecium	2
GCA_015456385.1	SAMEA5368373	Enterococcus faecium	2
GCA_015458645.1	SAMEA5368573	Enterococcus faecium	2
GCA_015461785.1	SAMEA5368475	Enterococcus faecium	2
GCA_015463085.1	SAMEA5368199	Enterococcus faecium	2
GCA_015465645.1	SAMEA5368654	Enterococcus faecium	2
GCA_015466705.1	SAMEA5368050	Enterococcus faecium	2
GCA_015467825.1	SAMEA5368058	Enterococcus faecium	2
GCA_015468065.1	SAMEA5368149	Enterococcus faecium	2
GCA_015620495.1	SAMN07614632	Escherichia coli	2
GCA_016194245.1	SAMEA5367923	Enterococcus faecium	2
GCA_016752815.1	SAMN10353685	Klebsiella pneumoniae	3
GCA_018082625.1	SAMN18758509	Listeria monocytogenes	2
GCA_021694415.1	SAMN14523530	Pseudomonas aeruginosa	3
GCA_021695235.1	SAMN14523575	Pseudomonas aeruginosa	3
GCA_021696075.1	SAMN14523312	Pseudomonas aeruginosa	3
GCA_021696355.1	SAMN14523302	Pseudomonas aeruginosa	3
GCA_021697255.1	SAMN14523364	Pseudomonas aeruginosa	3
GCA_021698885.1	SAMN14523616	Pseudomonas aeruginosa	3
GCA_021701555.1	SAMN14523467	Pseudomonas aeruginosa	3
GCA_021907685.1	SAMN15888723	Escherichia coli	3
GCA_022534415.1	SAMN25988796	Klebsiella pneumoniae	1
GCA_023196265.1	SAMN22853608	Escherichia coli	2
GCA_023719415.1	SAMN26029093	Escherichia coli	3
GCA_023719955.1	SAMN26028984	Escherichia coli	3
GCA_023906735.1	SAMN11339203	Pseudomonas aeruginosa	3
GCA_023908725.1	SAMN11339105	Pseudomonas aeruginosa	3
GCA_024319755.1	SAMN15616716	Pseudomonas aeruginosa	3
GCA_024668465.1	SAMN29955766	Campylobacter coli	2
GCA_024669205.1	SAMN29955721	Campylobacter jejuni	2
GCA_026728215.1	SAMN14112702	Staphylococcus aureus	3
GCA_027273705.1	SAMN32247474	Escherichia coli	2
GCA_027539025.1	SAMN06640095	Staphylococcus aureus	3
GCA_027543765.1	SAMN06640078	Staphylococcus aureus	3
GCA_027740465.1	SAMN32614530	Salmonella enterica	2
GCA_030956725.1	SAMN36935806	Listeria monocytogenes	2
GCA_031718295.1	SAMN36935769	Salmonella enterica	2
GCA_032098105.1	SAMEA7699208	Staphylococcus argenteus	2
GCA_032180225.1	SAMN36302702	Escherichia coli	2
GCA_032411145.1	SAMEA111551619	Escherichia coli	2
GCA_032411285.1	SAMEA111551605	Escherichia coli	2
GCA_032411345.1	SAMEA111551600	Escherichia coli	2
GCA_032816605.1	SAMN35758856	Campylobacter jejuni	2
GCA_033090335.1	SAMN11339369	Pseudomonas aeruginosa	3
GCA_033090515.1	SAMN11339359	Pseudomonas aeruginosa	3
GCA_033090595.1	SAMN11339356	Pseudomonas aeruginosa	3
GCA_033091235.1	SAMN11339323	Pseudomonas aeruginosa	3
GCA_034651615.1	SAMN37746778	Klebsiella pneumoniae	3
GCA_034651735.1	SAMN37746773	Klebsiella pneumoniae	3
GCA_034651975.1	SAMN37746762	Klebsiella pneumoniae	3
GCA_034740605.1	SAMN38757498	Klebsiella pneumoniae	3
GCA_034981025.1	SAMN02982645	Streptococcus pyogenes	2
GCA_036368325.1	SAMN38380684	Streptococcus pneumoniae	3
GCA_037263975.1	SAMN29406966	Neisseria meningitidis	3
GCA_037284035.1	SAMN29407035	Neisseria meningitidis	3
GCA_038392615.1	SAMN38081100	Escherichia coli	2
GCA_038393115.1	SAMN38080958	Escherichia coli	2
GCA_040526945.1	SAMN42336757	Listeria monocytogenes	2
GCA_043849725.1	SAMN30571204	Enterococcus faecium	3
GCA_045030075.1	SAMN22781134	Neisseria meningitidis	3
GCA_045154775.1	SAMN34055384	Klebsiella pneumoniae	3
GCA_045190245.1	SAMN32816091	Neisseria meningitidis	3
GCA_046639265.1	SAMN45032193	Klebsiella pneumoniae	2
GCA_047896055.1	SAMN46423168	Klebsiella pneumoniae	3
GCA_047918335.1	SAMN46226321	Streptococcus suis	3
GCA_047967845.1	SAMEA117560390	Klebsiella pneumoniae	3
GCA_048163895.1	SAMN44515981	Klebsiella pneumoniae	3
GCA_048238975.1	SAMN46910308	Klebsiella aerogenes	3
GCA_048832585.1	SAMEA115373171	Streptococcus pneumoniae	3
GCA_050480405.1	SAMN43141764	Klebsiella pneumoniae subsp. pneumoniae	3
GCA_050582255.1	SAMN48700595	Escherichia coli	3
GCA_050862675.1	SAMN46214456	Pseudomonas aeruginosa	3
GCA_051132195.1	SAMN18220734	Pseudomonas sp. D2-3	3
GCA_051785945.1	SAMN41834294	Neisseria meningitidis	3
GCA_052496005.1	SAMN43307300	Escherichia coli	3
GCA_052498975.1	SAMN43307355	Escherichia coli	3
GCA_052503345.1	SAMN43307415	Escherichia coli	3
GCA_052504045.1	SAMN43307079	Escherichia coli	3
GCA_052502945.1	SAMN43307257	Escherichia coli	3
GCA_053714415.1	SAMN52754737	Escherichia coli	3
GCA_053715115.1	SAMN52754886	Escherichia coli	3
GCA_053715415.1	SAMN52754769	Escherichia coli	3
GCA_053723055.1	SAMN52754825	Escherichia coli	3
GCA_053723635.1	SAMN52754897	Escherichia coli	3
GCA_053725235.1	SAMN52754881	Escherichia coli	3
GCA_054168685.1	SAMN53282979	Klebsiella pneumoniae	3
GCA_054886495.1	SAMN55012886	Listeria monocytogenes	2
GCA_055820675.1	SAMN53502950	Klebsiella pneumoniae	2
GCA_055820835.1	SAMN53502947	Klebsiella pneumoniae	2
GCA_056664835.1	SAMN52904242	Acinetobacter baumannii	3
GCA_056673625.1	SAMN32339191	Streptococcus pyogenes	3
GCA_056785575.1	SAMN56559145	Escherichia coli	3
GCA_057348115.1	SAMN58876623	Escherichia coli	2
GCA_057348675.1	SAMN58522934	Escherichia coli	2
GCA_057351215.1	SAMN59157899	Escherichia coli	2
GCA_057352625.1	SAMN59157936	Escherichia coli	2
GCA_057359005.1	SAMN59518321	Escherichia coli	2
GCA_057376065.1	SAMN59518274	Escherichia coli	2
GCA_057377005.1	SAMN59518235	Escherichia coli	2
GCA_057377215.1	SAMN59518338	Escherichia coli	2
GCA_057378145.1	SAMN59518195	Escherichia coli	2
GCA_057379855.1	SAMN58876545	Escherichia coli	2
GCA_057380595.1	SAMN58522961	Escherichia coli	2
GCA_900023505.1	SAMEA2238692	Streptococcus pneumoniae	3
GCA_900020615.1	SAMEA2238672	Streptococcus pneumoniae	3
GCA_900023385.1	SAMEA2238526	Streptococcus pneumoniae	3
GCA_901222245.1	SAMEA2658336	Streptococcus pneumoniae	3
GCA_901268245.1	SAMEA2814072	Streptococcus pneumoniae	3
GCA_901338395.1	SAMEA2814428	Streptococcus pneumoniae	3
GCA_964189745.1	SAMEA115461319	Enterococcus lactis	2
GCA_978431925.1	SAMEA118437133	Enterococcus faecium	3
GCA_052952475.1	SAMN50449479	Citrobacter freundii	2
GCA_053903095.1	SAMN27610250	Bacillus sp. AK130	3
GCA_054857135.1	SAMN51360440	Escherichia coli	2
GCA_056050235.1	SAMN23709821	Haemophilus influenzae	2
GCA_056053055.1	SAMN23709731	Haemophilus influenzae	2
GCA_056053535.1	SAMN23709716	Haemophilus influenzae	2
GCA_046574325.1	SAMN46052205	Helicobacter pylori	3
GCA_057036475.1	SAMN50509622	Alistipes finegoldii	1
GCA_057037705.1	SAMN50509590	Streptococcus salivarius	1
GCA_057043245.1	SAMN50509444	Parabacteroides distasonis	1
GCA_057043825.1	SAMN50509427	Alistipes putredinis	1
GCA_056467725.1	SAMN56813011	Escherichia coli O157:H7	2
GCA_900042855.1	SAMEA2238749	Streptococcus pneumoniae	3
GCA_901280925.1	SAMEA2696554	Streptococcus pneumoniae	3
GCA_049497435.1	SAMN12374884	Haemophilus influenzae	3
GCA_050976145.1	SAMN44583929	Bordetella pertussis	2
GCA_050972745.1	SAMN44584095	Bordetella pertussis	2
GCA_001512555.1	SAMN03779019	Clostridiaceae bacterium DTU059	2
GCA_052560935.1	SAMN47846130	Haemophilus influenzae	2
GCA_964426625.1	SAMEA117305455	uncultured Saprospiraceae bacterium	2
GCA_964528685.1	SAMEA117375455	uncultured Saprospiraceae bacterium	3
GCA_964551315.1	SAMEA117387409	uncultured Rhodospirillaceae bacterium	2
GCA_056966655.1	SAMN50491897	Oscillospiraceae bacterium	1
GCA_056965335.1	SAMN50491962	Victivallaceae bacterium	1
GCA_057046705.1	SAMN50509348	Lachnospiraceae bacterium	1
GCA_963563915.1	SAMEA4874834	Burkholderia pseudomallei	2
GCA_000221885.1	SAMN02471605	Escherichia coli O104:H4 str. TY-2482	3
GCA_000511405.1	SAMN02641512	Paenibacillus larvae subsp. larvae DSM 25430	2
GCA_000762955.1	SAMN03083641	Lactiplantibacillus plantarum CMPG5300	2
GCA_001027695.1	SAMN02721556	Pasteurella multocida subsp. multocida	2
GCA_002569275.1	SAMN07598407	Bacillus thuringiensis	3
GCA_002859405.1	SAMN04622943	Pasteurella multocida	2
GCA_901291865.1	SAMEA4388449	Streptococcus pneumoniae	3
GCA_052560735.1	SAMN47846094	Haemophilus influenzae	2
GCA_964594465.1	SAMEA117375472	uncultured Rhodobacterales bacterium	3
GCA_057608265.1	SAMN50509849	Xylanibacter rarus	1
GCA_000152665.1	SAMN00627065	Clostridioides difficile QCD-32g58	3
GCA_012877285.1	SAMN14118483	Escherichia coli	3
GCA_012626045.1	SAMN12628276	Escherichia coli	2
GCA_001905275.1	SAMN05853556	Burkholderia mallei	3
GCA_002003625.1	SAMN06273889	Mycobacterium kansasii	2
GCA_015024225.1	SAMN15701753	Nocardioides lijunqiniae	3
GCA_015272655.1	SAMN15665332	Staphylococcus schleiferi	3
GCA_026161025.1	SAMN30260539	Streptococcus mitis	2
GCA_026161125.1	SAMN30260535	Streptococcus mitis	2
GCA_018351295.1	SAMN14169821	Lactiplantibacillus plantarum	2
GCA_019795295.1	SAMN20858516	Cupriavidus sp. AU9028	3
GCA_021695575.1	SAMN14523590	Pseudomonas aeruginosa	3
GCA_021277265.1	SAMN23440782	Kineosporia rhizophila	3
GCA_021286045.1	SAMN24183505	Enterobacter hormaechei	2
GCA_023842325.1	SAMN26764473	Salmonella enterica	3
GCA_023842415.1	SAMN26764469	Salmonella enterica	3
GCA_023843795.1	SAMN26764400	Salmonella enterica	3
GCA_023843945.1	SAMN26764393	Salmonella enterica	3
GCA_023843965.1	SAMN26764392	Salmonella enterica	3
GCA_024436195.1	SAMN29759715	Riemerella anatipestifer	2
GCA_025196785.1	SAMN15461108	Elizabethkingia anophelis	3
GCA_025822555.1	SAMN15568952	Mycobacterium hackensackense	3
GCA_009793285.1	SAMN09427969	Clavibacter michiganensis subsp. michiganensis	3
GCA_009737545.1	SAMN09095547	Acinetobacter baumannii	2
GCA_040741705.1	SAMN42353889	Serratia marcescens	2
